Name,Score
nvs 2100m,139
nvs 300,121
nvs 310,274
nvs 3100m,119
nvs 315,331
nvs 4200m,301
nvs 510,683
nvs 5100m,199
nvs 5200m,501
nvs 5400m,616
nvs 810,1191
opal xt/gl,1053
p102-100,3356
p104-100,3614
p106-090,2404
p106-100,6690
parsec virtual display adapter,17603
parsec virtual display adapter ryzen 5 3400g,2045
parsec virtual display adapter ryzen 5 5600gt,2712
parsec virtual display adapter ryzen 7 5825u,2202
pci\ven_1002&dev_164e&subsys_d0001458&rev_c3 ryzen,1653
pci\ven_1002&dev_164e&subsys_d0001458&rev_c7 ryzen,1642
phdgd ivy 4,374
phdgd ivy 5,445
phdgd quantic c3,116
phdgd sapphire gr for mobile intel 965,25
phdgd solo 1.2.0 x86,11
phdgd solo 2 x64,20
q12u-1,5164
quadro 1000m,558
quadro 1100m,755
quadro 2000,947
quadro 2000 d,1239
quadro 2000d,977
quadro 2000m,759
quadro 2100m,1100
quadro 280 nvs pcie,5
quadro 3000m,999
quadro 400,148
quadro 4000,1474
quadro 4000m,1287
quadro 410,434
quadro 5000,1961
quadro 5000m,2059
quadro 500m,570
quadro 5010m,1691
quadro 600,524
quadro 6000,2691
quadro 7000,3505
quadro cx,947
quadro fx 1000,34
quadro fx 1100,35
quadro fx 1300,34
quadro fx 1400,124
quadro fx 1500,169
quadro fx 1500m,171
quadro fx 1600m,207
quadro fx 1700,207
quadro fx 1700m,172
quadro fx 1800,400
quadro fx 1800m,494
quadro fx 2000,18
quadro fx 2500m,217
quadro fx 2700,543
quadro fx 2700m,366
quadro fx 2800m,414
quadro fx 3000,69
quadro fx 3400/4400,104
quadro fx 3450,148
quadro fx 3450/4000 sdi,179
quadro fx 350,85
quadro fx 3500,265
quadro fx 3500m,306
quadro fx 350m,44
quadro fx 3600m,466
quadro fx 360m,86
quadro fx 370,83
quadro fx 370 low profile,102
quadro fx 370 lp,108
quadro fx 3700,372
quadro fx 3700m,450
quadro fx 370m,93
quadro fx 380,173
quadro fx 380 lp,144
quadro fx 3800,824
quadro fx 3800m,574
quadro fx 380m,120
quadro fx 4000,101
quadro fx 4500,227
quadro fx 4500 x2,236
quadro fx 4600,407
quadro fx 4700 x2,676
quadro fx 4800,1003
quadro fx 500/600 pci,14
quadro fx 500/fx 600,7
quadro fx 540,80
quadro fx 550,63
quadro fx 5500,242
quadro fx 560,113
quadro fx 5600,525
quadro fx 570,248
quadro fx 570m,99
quadro fx 580,181
quadro fx 5800,1213
quadro fx 770m,220
quadro fx 880m,230
quadro fx go1400,101
quadro gp100,13710
quadro gv100,19456
quadro k1000m,766
quadro k1100m,1089
quadro k1200,2959
quadro k2000,1579
quadro k2000d,1590
quadro k2000m,1001
quadro k2100m,1367
quadro k2200,3580
quadro k2200m,3497
quadro k3000m,1635
quadro k3100m,2269
quadro k4000,2722
quadro k4000m,2061
quadro k4100m,2763
quadro k420,731
quadro k4200,4331
quadro k5000,3979
quadro k5000m,2804
quadro k5100m,3230
quadro k510m,641
quadro k5200,6179
quadro k600,725
quadro k6000,8072
quadro k610m,712
quadro k620,2217
quadro k620m,1159
quadro m1000m,2840
quadro m1200,3217
quadro m2000,4017
quadro m2000m,3433
quadro m2200,4270
quadro m3000m,5550
quadro m4000,6681
quadro m4000m,6128
quadro m5000,9434
quadro m5000m,7056
quadro m500m,1177
quadro m520,1896
quadro m5500,7915
quadro m6000,11808
quadro m6000 24gb,11782
quadro m600m,2239
quadro m620,2771
quadro nvs 110m,47
quadro nvs 120m,46
quadro nvs 130m,97
quadro nvs 135m,50
quadro nvs 140m,78
quadro nvs 150m,70
quadro nvs 160m,145
quadro nvs 210s,23
quadro nvs 210s / geforce 6150le,20
quadro nvs 280 pci,8
quadro nvs 280 sd,2
quadro nvs 285,43
quadro nvs 285 128mb,38
quadro nvs 290,228
quadro nvs 295,111
quadro nvs 320m,208
quadro nvs 420,120
quadro nvs 440,37
quadro nvs 450,66
quadro nvs 510m,238
quadro nvs 55/280 pci,6
quadro p1000,4510
quadro p2000,6958
quadro p2000 with max-q design,5267
quadro p2200,9376
quadro p3000,6501
quadro p3200,8558
quadro p3200 with max-q design,9098
quadro p400,1655
quadro p4000,11478
quadro p4000 with max-q design,9082
quadro p4200,10419
quadro p4200 with max-q design,11835
quadro p500,1653
quadro p5000,12649
quadro p520,2047
quadro p5200,11772
quadro p5200 with max-q design,12308
quadro p600,3316
quadro p6000,15482
quadro p620,3677
quadro rtx 3000,10946
quadro rtx 3000 with max-q design,8126
quadro rtx 4000,15092
quadro rtx 4000 (mobile),11747
quadro rtx 4000 with max-q design,12092
quadro rtx 5000,15592
quadro rtx 5000 (mobile),14832
quadro rtx 5000 with max-q design,13018
quadro rtx 6000,18214
quadro rtx 8000,19798
quadro t1000,6481
quadro t1000 with max-q design,6715
quadro t2000,7244
quadro t2000 with max-q design,6886
quadro2 mxr/ex,4
quadro2 pro,1
quadro4 380 xgl,6
quadro4 900 xgl,4
quadro4 980 xgl,5
qualcomm adreno 540 gpu,124
qualcomm adreno 618 gpu,127
qualcomm adreno 630 gpu,281
qualcomm adreno 675 gpu,539
qualcomm adreno 680 gpu,882
qualcomm adreno 685 gpu,975
qualcomm adreno 690 gpu,1054
qualcomm adreno 7c gen 3 gpu,777
qualcomm adreno 7c+ gen 3,660
qualcomm adreno 8cx gen 3,1961
qualcomm adreno 8cx gen 3 gpu,1909
qualcomm adreno x1-45 gpu,1848
qualcomm adreno x1-85 gpu,2993
qxl kmdod,18
racer-tech usb display device,22705
radeon 2100,59
radeon 3000,98
radeon 3015e,356
radeon 3020e,488
radeon 3100,73
radeon 520,869
radeon 530,1029
radeon 535,1041
radeon 535dx,773
radeon 540,1433
radeon 540x,1512
radeon 550,2132
radeon 550x,1427
radeon 610m,1103
radeon 610m ryzen 9 7845hx,7812
radeon 610m ryzen 9 7940hx,1560
radeon 610m ryzen 9 7945hx,1797
radeon 610m ryzen 9 7945hx3d,1612
radeon 620,950
radeon 625,1075
radeon 630,1541
radeon 6600m,535
radeon 660m,3280
radeon 660m ryzen 3 7335u,2248
radeon 660m ryzen 5 6600h,4461
radeon 660m ryzen 5 7533hs,2641
radeon 660m ryzen 5 7535hs,2921
radeon 6750m,911
radeon 680m,4593
radeon 680m ryzen 7 7735hs,4310
radeon 680m ryzen 9 6900hx,5493
radeon 7000 / radeon ve,2
radeon 7000 / radeon ve family,3
radeon 7200,2
radeon 740m,3098
radeon 7500,3
radeon 7500 family,4
radeon 760m,5518
radeon 780m,6939
radeon 8050s,15980
radeon 8060s,17659
radeon 840m,3812
radeon 8500 family,6
radeon 860m,4841
radeon 880m,7699
radeon 890m,8242
radeon 9000,4
radeon 9000 family,3
radeon 9100 family,6
radeon 9100 igp,5
radeon 9200,3
radeon 9200 le family,2
radeon 9200 pro family,2
radeon 9200 se,2
radeon 9250,2
radeon 9500,36
radeon 9500 pro / 9700,41
radeon 9550,34
radeon 9550 / x1050,29
radeon 9600 family,25
radeon 9600 pro,42
radeon 9600 pro family,26
radeon 9600 tx family,18
radeon 9600 xt,35
radeon 9600se,27
radeon 9700 pro,53
radeon 9700 tx w/tv-out,44
radeon 9800,57
radeon 9800 pro,59
radeon 9800 se,23
radeon 9800 xt,56
radeon a9800xt,22
radeon ai pro r9700,29830
radeon athlon gold 3150u,793
radeon athlon gold pro 4150ge,1573
radeon athlon pro 3045b,563
radeon athlon silver 3050u,673
radeon e2400,51
radeon e4690,405
radeon e6460,323
radeon e6465,231
radeon e6760,876
radeon e8860,1686
radeon e8870pcie,3368
radeon eng sample: 100-000000098-40_39/27_y,1743
radeon eng sample: 100-000000144-40_38/38_y,1659
radeon eng sample: 100-000000146-20_37/30_y,2123
radeon eng sample: 100-000000149-40_40/30_y,1800
radeon eng sample: 100-000000151-40_38/33_y,1367
radeon eng sample: 100-000000285-30_y,2639
radeon eng sample: 100-000000536-40_y,4211
radeon epyc 4124p 4-core,1322
radeon epyc 4244p 6-core,1424
radeon epyc 4344p 8-core,1634
radeon epyc 4364p 8-core,1002
radeon epyc 4464p 12-core,1331
radeon epyc 4484px 12-core,1619
radeon epyc 4564p 16-core,1374
radeon epyc 4584px 16-core,1661
radeon hd 2350,76
radeon hd 2400,120
radeon hd 2400 pci,14
radeon hd 2400 pro,114
radeon hd 2400 xt,118
radeon hd 2600 pro,211
radeon hd 2600 pro agp,110
radeon hd 2600 xt,282
radeon hd 2900 gt,292
radeon hd 2900 pro,627
radeon hd 2900 xt,659
radeon hd 3000,95
radeon hd 3200,82
radeon hd 3300,126
radeon hd 3450,182
radeon hd 3470,117
radeon hd 3650 agp,150
radeon hd 3670,168
radeon hd 3850,401
radeon hd 3850 agp,432
radeon hd 3850 x2,822
radeon hd 3870,551
radeon hd 3870 x2,586
radeon hd 4200,111
radeon hd 4250,122
radeon hd 4270,109
radeon hd 4290,140
radeon hd 4300/4500 serisi,155
radeon hd 4330,134
radeon hd 4350,161
radeon hd 4550,235
radeon hd 4650,248
radeon hd 4650 agp,207
radeon hd 4670,381
radeon hd 4770,908
radeon hd 4810,774
radeon hd 4830,844
radeon hd 4850,946
radeon hd 4850 x2,1132
radeon hd 4870,1386
radeon hd 4870 x2,1309
radeon hd 4890,1543
radeon hd 5450,136
radeon hd 5470,268
radeon hd 5550,383
radeon hd 5570,476
radeon hd 5600/5700,615
radeon hd 5670,802
radeon hd 5750,1170
radeon hd 5770,1346
radeon hd 5830,1732
radeon hd 5850,1964
radeon hd 5870,2190
radeon hd 5970,2296
radeon hd 6230,179
radeon hd 6250,93
radeon hd 6290,104
radeon hd 6290m,140
radeon hd 6300m,144
radeon hd 6310,122
radeon hd 6320,147
radeon hd 6320 graphic,216
radeon hd 6320m,198
radeon hd 6350,140
radeon hd 6370d,255
radeon hd 6370m,275
radeon hd 6380g,200
radeon hd 6410d,236
radeon hd 6430m,192
radeon hd 6450,198
radeon hd 6450 + 8470d dual,762
radeon hd 6450a,260
radeon hd 6470m,225
radeon hd 6480g,256
radeon hd 6480m,353
radeon hd 6490m,377
radeon hd 6520g,299
radeon hd 6530d,337
radeon hd 6550a,707
radeon hd 6550d,400
radeon hd 6570,558
radeon hd 6610m,565
radeon hd 6620g,341
radeon hd 6630m,684
radeon hd 6650a,835
radeon hd 6650m,763
radeon hd 6670,726
radeon hd 6670 + 6670 dual,646
radeon hd 6670 + 7660d dual,1492
radeon hd 6670/7670,945
radeon hd 6700m,1016
radeon hd 6750,1054
radeon hd 6750m,937
radeon hd 6770,1263
radeon hd 6770m,964
radeon hd 6790,1545
radeon hd 6800m,766
radeon hd 6850,1943
radeon hd 6850 x2,2534
radeon hd 6870,2204
radeon hd 6900m,1701
radeon hd 6950,2590
radeon hd 6970,2832
radeon hd 6970m,2270
radeon hd 6990,3013
radeon hd 7290,111
radeon hd 7290m,123
radeon hd 7310,128
radeon hd 7310 - carte graphique,174
radeon hd 7310g,180
radeon hd 7310m,166
radeon hd 7340,153
radeon hd 7340g,196
radeon hd 7340m,221
radeon hd 7350,165
radeon hd 7400g,267
radeon hd 7420g,315
radeon hd 7450,223
radeon hd 7450a,288
radeon hd 7450m,329
radeon hd 7470,289
radeon hd 7470m,407
radeon hd 7480d,281
radeon hd 7500g,310
radeon hd 7500g + 7500m/7600m dual,616
radeon hd 7500g + 7550m dual,497
radeon hd 7500g + hd 7500m/7600m dual,355
radeon hd 7520g,314
radeon hd 7520g + 7400m dual,486
radeon hd 7520g + 7470m dual,542
radeon hd 7520g + 7500/7600 dual,582
radeon hd 7520g + 7600m dual,591
radeon hd 7520g + 7610m dual,588
radeon hd 7520g + 7650m dual,453
radeon hd 7520g + 7670m dual,523
radeon hd 7520g + 7700m dual,1060
radeon hd 7520g + 8600/8700m dual,311
radeon hd 7520g + 8750m dual,376
radeon hd 7520g + hd 7400m dual,544
radeon hd 7520g + hd 7500/7600 dual,832
radeon hd 7520g + hd 7600m dual,447
radeon hd 7520g + hd 7670m dual,495
radeon hd 7520g + hd 7700m dual,574
radeon hd 7520g + hd 8600/8700m dual,623
radeon hd 7520g + hd 8750m dual,651
radeon hd 7520g n hd 7520g + hd 7500/7600 7500/760,574
radeon hd 7520g n hd 7520g + hd 7600m n hd 7600m d,364
radeon hd 7540d,329
radeon hd 7540d + 6570 dual,719
radeon hd 7540d + 7500 dual,821
radeon hd 7540d + hd 6450 dual,643
radeon hd 7550m,464
radeon hd 7550m/7650m,728
radeon hd 7560d,450
radeon hd 7560d + 6450 dual,568
radeon hd 7560d + 6570 dual,833
radeon hd 7560d + 6670 dual,1130
radeon hd 7560d + 7560d dual,982
radeon hd 7560d + 7570 dual,985
radeon hd 7560d + 7670 dual,1426
radeon hd 7560d + 7700 dual,1919
radeon hd 7560d + hd 6570 dual,1237
radeon hd 7560d + hd 6670 dual,1554
radeon hd 7560d + hd 7000 dual,534
radeon hd 7560d + hd 7600 dual,1258
radeon hd 7560d + hd 7670 dual,1380
radeon hd 7560d + hd 7700 dual,1346
radeon hd 7560d + hd 8570 dual,935
radeon hd 7560d + r5 235 dual,563
radeon hd 7570,611
radeon hd 7570m,426
radeon hd 7570m/hd 7670m,699
radeon hd 7580d,350
radeon hd 7600g,333
radeon hd 7600g + 6400m dual,376
radeon hd 7600g + 7450m dual,389
radeon hd 7600g + 7500m/7600m dual,405
radeon hd 7600g + 7550m dual,423
radeon hd 7600g + 8500m/8700m dual,333
radeon hd 7600g + hd 7400m dual,328
radeon hd 7600g + hd 7500m/7600m dual,476
radeon hd 7600g + hd 7550m dual,509
radeon hd 7600g + hd 8670m dual,543
radeon hd 7600g + hd dual,435
radeon hd 7600g n hd 7600g + hd on hd dual,526
radeon hd 7600m + 7600m dual,773
radeon hd 7610m,632
radeon hd 7620g,364
radeon hd 7620g + 8600m dual,508
radeon hd 7620g + 8670m dual,577
radeon hd 7620g + hd 8600m dual,442
radeon hd 7620g + hd 8670m dual,507
radeon hd 7620g n hd 7620g + hd 8600m n hd 8600m d,451
radeon hd 7640g,456
radeon hd 7640g + 6400m dual,526
radeon hd 7640g + 7400m dual,637
radeon hd 7640g + 7450m dual,754
radeon hd 7640g + 7470m dual,595
radeon hd 7640g + 7500/7600 dual,627
radeon hd 7640g + 7500m/7600m dual,775
radeon hd 7640g + 7600m dual,705
radeon hd 7640g + 7610m dual,510
radeon hd 7640g + 7650m dual,747
radeon hd 7640g + 7670m dual,644
radeon hd 7640g + 7690m dual,945
radeon hd 7640g + 7700m dual,690
radeon hd 7640g + 8500m dual,585
radeon hd 7640g + 8570m dual,558
radeon hd 7640g + 8600/8700m dual,688
radeon hd 7640g + 8600m dual,249
radeon hd 7640g + 8670m dual,558
radeon hd 7640g + 8750m dual,654
radeon hd 7640g + hd 7400m dual,576
radeon hd 7640g + hd 7500/7600 dual,423
radeon hd 7640g + hd 7600m dual,704
radeon hd 7640g + hd 7600m n hd 7600m dual,406
radeon hd 7640g + hd 7670m dual,518
radeon hd 7640g + hd 7700m dual,589
radeon hd 7640g + hd 7700m n hd 7700m dual,630
radeon hd 7640g + hd 8500m dual,607
radeon hd 7640g + hd 8500m n hd 8500m dual,665
radeon hd 7640g + hd 8570m dual,474
radeon hd 7640g + hd 8600/8700m dual,586
radeon hd 7640g + hd 8670m dual,677
radeon hd 7640g + hd 8750m dual,996
radeon hd 7640g + r5 m200 dual,559
radeon hd 7640g n hd 7640g + hd 7600m n hd 7600m d,824
radeon hd 7640g n hd 7640g + hd 7670m dual,679
radeon hd 7640g n hd 7640g + hd 8570m dual,422
radeon hd 7650a,566
radeon hd 7650m,436
radeon hd 7660d,510
radeon hd 7660d + 6570 dual,1100
radeon hd 7660d + 6670 dual,1238
radeon hd 7660d + 7470 dual,465
radeon hd 7660d + 7500 dual,1121
radeon hd 7660d + 7540d dual,1204
radeon hd 7660d + 7670 dual,1061
radeon hd 7660d + hd 6670 dual,1484
radeon hd 7660d + hd 7000 dual,633
radeon hd 7660d + hd 7400 dual,339
radeon hd 7660d + hd 7700 dual,1958
radeon hd 7660d + r5 235 dual,523
radeon hd 7660d + r7 240 dual,941
radeon hd 7660g,482
radeon hd 7660g + 7400m dual,588
radeon hd 7660g + 7470m dual,630
radeon hd 7660g + 7600m dual,831
radeon hd 7660g + 7610m dual,745
radeon hd 7660g + 7670m dual,743
radeon hd 7660g + 7700m dual,757
radeon hd 7660g + 7730m dual,931
radeon hd 7660g + 8600m dual,445
radeon hd 7660g + 8670m dual,587
radeon hd 7660g + hd 7500/7600 7500/7600 dual,1002
radeon hd 7660g + hd 7500/7600 dual,760
radeon hd 7660g + hd 7500m/7600m dual,999
radeon hd 7660g + hd 7600m dual,568
radeon hd 7660g + hd 7600m n hd 7600m dual,460
radeon hd 7660g + hd 7670m dual,706
radeon hd 7660g + hd 7700m dual,777
radeon hd 7660g + hd 7730m dual,881
radeon hd 7660g + hd 8500m dual,758
radeon hd 7660g + hd 8600/8700m dual,747
radeon hd 7660g + hd 8600m dual,363
radeon hd 7660g + hd 8670m dual,711
radeon hd 7660g n hd 7660g + hd 7600m n hd 7600m d,722
radeon hd 7660g n hd 7660g + hd 7670m dual,704
radeon hd 7660g n hd 7660g + hd 7700m n hd 7700m d,966
radeon hd 7670,813
radeon hd 7670a,1050
radeon hd 7670m,473
radeon hd 7670m + 7670m dual,738
radeon hd 7690m,847
radeon hd 7690m xt,1009
radeon hd 7700-serie,1899
radeon hd 7730,1188
radeon hd 7730m,781
radeon hd 7750,1703
radeon hd 7750m,1191
radeon hd 7770,2176
radeon hd 7790,3090
radeon hd 7800-serie,4029
radeon hd 7850,3887
radeon hd 7850m,1372
radeon hd 7870,4599
radeon hd 7870 xt,4469
radeon hd 7870m,1507
radeon hd 7950 / r9 280,4764
radeon hd 7970 / r9 280x,5247
radeon hd 7970m,3575
radeon hd 7990,5565
radeon hd 8180,134
radeon hd 8210,195
radeon hd 8210e,193
radeon hd 8240,246
radeon hd 8250,212
radeon hd 8280,260
radeon hd 8280e,256
radeon hd 8280g,269
radeon hd 8310e,340
radeon hd 8330,270
radeon hd 8330e,262
radeon hd 8350,162
radeon hd 8350g,258
radeon hd 8370d,316
radeon hd 8400,272
radeon hd 8400e,275
radeon hd 8410g,435
radeon hd 8450g,333
radeon hd 8450g + 8600/8700m dual,1070
radeon hd 8450g + 8600m dual,545
radeon hd 8450g + 8670m dual,474
radeon hd 8450g + 8750m dual,637
radeon hd 8450g + hd 8600m dual,452
radeon hd 8450g + hd 8670m dual,477
radeon hd 8450g + hd 8750m dual,503
radeon hd 8450g + r5 m230 dual,578
radeon hd 8470,247
radeon hd 8470d,376
radeon hd 8470d + 6450 dual,717
radeon hd 8470d + 6570 dual,837
radeon hd 8470d + hd 6450 dual,862
radeon hd 8470d + hd 6670 dual,1435
radeon hd 8470d + hd 7500 dual,1545
radeon hd 8490,263
radeon hd 8500m,444
radeon hd 8500m/8700m,852
radeon hd 8510g,372
radeon hd 8510g + 8500m dual,596
radeon hd 8510g + hd 8500m dual,629
radeon hd 8550d,566
radeon hd 8550g,417
radeon hd 8550g + 7600m dual,901
radeon hd 8550g + 8500m dual,602
radeon hd 8550g + 8570m dual,532
radeon hd 8550g + 8600/8700m dual,802
radeon hd 8550g + 8600m dual,617
radeon hd 8550g + 8670m dual,579
radeon hd 8550g + 8690m dual,664
radeon hd 8550g + 8750m dual,795
radeon hd 8550g + hd 7600m dual,547
radeon hd 8550g + hd 8500m dual,558
radeon hd 8550g + hd 8570m dual,529
radeon hd 8550g + hd 8600/8700m dual,654
radeon hd 8550g + hd 8600m dual,593
radeon hd 8550g + hd 8670m dual,546
radeon hd 8550g + hd 8750m dual,819
radeon hd 8550g + r5 m200 dual,619
radeon hd 8550g + r5 m230 dual,487
radeon hd 8550g n hd 8550g + hd 8600m n hd 8600m d,611
radeon hd 8570,944
radeon hd 8570 + 8670d dual,620
radeon hd 8570 + hd 7660d dual,949
radeon hd 8570d,430
radeon hd 8570d + 6570 dual,1239
radeon hd 8570d + 6670 dual,1039
radeon hd 8570d + hd 6570 dual,868
radeon hd 8570d + hd 6670 dual,1260
radeon hd 8570d + hd 7000 dual,753
radeon hd 8570d + hd 7700 dual,1834
radeon hd 8570d + hd 8470 dual,338
radeon hd 8570d + hd 8570 dual,1032
radeon hd 8570d + hd8490 dual,374
radeon hd 8570d + r5 235 dual,470
radeon hd 8570d + r7 200 dual,999
radeon hd 8570d + r7 240 dual,963
radeon hd 8570m,449
radeon hd 8600/8700m,1029
radeon hd 8610g,402
radeon hd 8610g + 8500m dual,610
radeon hd 8610g + 8600m dual,588
radeon hd 8610g + 8670m dual,599
radeon hd 8610g + hd 8500m dual,645
radeon hd 8610g + hd 8600m dual,480
radeon hd 8610g + hd 8670m dual,577
radeon hd 8610g + r5 m200 dual,676
radeon hd 8650d,396
radeon hd 8650g,512
radeon hd 8650g + 7600m dual,741
radeon hd 8650g + 7670m dual,883
radeon hd 8650g + 7700m dual,1126
radeon hd 8650g + 8500m dual,626
radeon hd 8650g + 8570m dual,654
radeon hd 8650g + 8600/8700m dual,831
radeon hd 8650g + 8600m dual,613
radeon hd 8650g + 8670m dual,635
radeon hd 8650g + 8750m dual,786
radeon hd 8650g + hd 7600m dual,819
radeon hd 8650g + hd 7670m dual,634
radeon hd 8650g + hd 8570m dual,716
radeon hd 8650g + hd 8600/8700m dual,763
radeon hd 8650g + hd 8600m dual,606
radeon hd 8650g + hd 8600m n hd 8600m dual,757
radeon hd 8650g + hd 8670m dual,585
radeon hd 8650g + hd 8750m dual,651
radeon hd 8650g + hd 8790m dual,799
radeon hd 8650g + r5 m200 dual,722
radeon hd 8650g + r5 m230 dual,686
radeon hd 8650g n hd 8650g + hd 8570m dual,773
radeon hd 8650g n hd 8650g + hd 8600/8700m dual,796
radeon hd 8650g n hd 8650g + hd 8600m n hd 8600m d,679
radeon hd 8670d,532
radeon hd 8670d + 6670 dual,1361
radeon hd 8670d + 7000 dual,811
radeon hd 8670d + 7700 dual,1788
radeon hd 8670d + 8570 dual,974
radeon hd 8670d + hd 6670 dual,1221
radeon hd 8670d + hd 7000 dual,718
radeon hd 8670d + hd 7600 dual,1317
radeon hd 8670d + hd 7700 dual,1892
radeon hd 8670d + r5 235 dual,836
radeon hd 8670d + r5 330 dual,746
radeon hd 8670d + r7 200 dual,949
radeon hd 8670d + r7 240 dual,1020
radeon hd 8670d n hd 8670d + hd 8670d dual,488
radeon hd 8670m,520
radeon hd 8690a,511
radeon hd 8690m,984
radeon hd 8730m,811
radeon hd 8750m,1040
radeon hd 8790m,1305
radeon hd 8790m / r9 m290x,1210
radeon hd 8850m,973
radeon hd 8850m / r9 m265x,1139
radeon hd 8870m,1638
radeon hd 8870m / r9 m270x / m370x,1799
radeon hd 8950,2825
radeon hd 8970m,3876
radeon hd 8990,5214
radeon hd hd7850m,1651
radeon hd4650,239
radeon hd4670,365
radeon hd6370d,320
radeon hd6410d,422
radeon hd6530d,531
radeon hd7450,199
radeon hd8530m,490
radeon hd8970m,3368
radeon hdg 4670,170
radeon igp 320,3
radeon igp 320m,3
radeon igp 340m,2
radeon igp 345m,2
radeon igp 34xm,1
radeon igp 350m,6
radeon infoshock 3000,106
radeon instinct mi25 mxgpu,4403
radeon m535dx,749
radeon pro,2365
radeon pro 450,2722
radeon pro 455,3112
radeon pro 460,3452
radeon pro 465,4537
radeon pro 5300,7125
radeon pro 5300m,5904
radeon pro 5500 xt,7883
radeon pro 5500m,6735
radeon pro 555,3140
radeon pro 560,3475
radeon pro 5600m,9280
radeon pro 560x,3677
radeon pro 570,6336
radeon pro 5700,11469
radeon pro 5700 xt,12546
radeon pro 580,7753
radeon pro 580x,7540
radeon pro duo,8298
radeon pro ryzen 5 pro 6650u,3998
radeon pro ryzen 7 pro 6850u,5582
radeon pro ssg,10971
radeon pro v340 mxgpu,2853
radeon pro v520 mxgpu,12257
radeon pro v620 mxgpu,15632
radeon pro vega 16,4809
radeon pro vega 20,5168
radeon pro vega 48,11269
radeon pro vega 56,12353
radeon pro vega 64,12890
radeon pro vega 64x,13369
radeon pro vega ii,15596
radeon pro vega ii duo,14018
radeon pro vii,13312
radeon pro w5500,8971
radeon pro w5500m,3469
radeon pro w5500x,7350
radeon pro w5700,14517
radeon pro w6300,5559
radeon pro w6400,8027
radeon pro w6600,15098
radeon pro w6600m,11287
radeon pro w6600x,13113
radeon pro w6800,20146
radeon pro w7500,13345
radeon pro w7600,16412
radeon pro w7700,23183
radeon pro w7800,27060
radeon pro w7900,28261
radeon pro w7900 dual slot,13181
radeon pro wx 2100,1868
radeon pro wx 3100,2601
radeon pro wx 3200,2221
radeon pro wx 4100,3691
radeon pro wx 4130,2030
radeon pro wx 4150,2617
radeon pro wx 4170,2869
radeon pro wx 5100,5494
radeon pro wx 7100,7718
radeon pro wx 7130,6405
radeon pro wx 8200,12783
radeon pro wx 9100,12258
radeon pro wx vega m gl,4814
radeon r1e,301
radeon r2,252
radeon r2e,208
radeon r3,312
radeon r3e,224
radeon r4,343
radeon r4e,487
radeon r5 220,147
radeon r5 230,221
radeon r5 235,336
radeon r5 235 + hd 7560d dual,743
radeon r5 235 + hd 8570d dual,737
radeon r5 235x,277
radeon r5 240,555
radeon r5 310,331
radeon r5 330,522
radeon r5 340,935
radeon r5 420,574
radeon r5 430,893
radeon r5 435,761
radeon r5 a10-9600p 4c+6g,619
"radeon r5 a10-9600p radeon r5, 10 compute cores 4c",708
radeon r5 a10-9620p 4c+6g,731
"radeon r5 a10-9620p radeon r5, 10 compute cores 4c",652
radeon r5 a10-9630p 4c+6g,977
"radeon r5 a10-9630p radeon r5, 10 compute cores 4c",707
radeon r5 a240,576
radeon r5 a6-7480,705
radeon r5 a6-8500p,586
"radeon r5 a6-9400 radeon r5, 6 compute cores 2c+4g",605
radeon r5 a6-9500 2c+6g,853
"radeon r5 a6-9500 radeon r5, 8 compute cores 2c+6g",924
radeon r5 a6-9500e 2c+4g,1014
"radeon r5 a6-9500e radeon r5, 6 compute cores 2c+4",692
radeon r5 m230,421
radeon r5 m240,474
radeon r5 m255,544
radeon r5 m315,478
radeon r5 m320,467
radeon r5 m330,595
radeon r5 m335,548
radeon r5 m420,499
radeon r5 m430,648
radeon r5 m435,854
radeon r5 opteron x3216,415
radeon r5 pro a10-8730b 4c+6g,695
"radeon r5 pro a10-8730b r5, 10 compute cores 4c+6g",602
radeon r5 pro a6-8500b 2c+4g,508
"radeon r5 pro a6-8500b r5, 6 compute cores 2c+4g",510
radeon r5 pro a6-8530b 2c+4g,689
"radeon r5 pro a6-8530b r5, 6 compute cores 2c+4g",463
radeon r5 pro a6-8570 2c+6g,847
"radeon r5 pro a6-8570 r5, 8 compute cores 2c+6g",978
radeon r5 pro a6-8570e 2c+4g,637
"radeon r5 pro a6-8570e r5, 6 compute cores 2c+4g",662
radeon r5 pro a6-9500 2c+6g,1096
"radeon r5 pro a6-9500 r5, 8 compute cores 2c+6g",765
radeon r5 pro a6-9500b 2c+4g,693
"radeon r5 pro a6-9500b r5, 6 compute cores 2c+4g",408
radeon r5 pro a6-9500e 2c+4g,770
radeon r5 pro a8-9600b 4c+6g,658
"radeon r5 pro a8-9600b r5, 10 compute cores 4c+6g",578
radeon r5e,315
radeon r6,612
radeon r6 + r7 m265dx dual,570
radeon r6 a10-8700p,541
radeon r6 a10-9600p 4c+6g,970
radeon r6 a8-8600p,474
radeon r6 m255dx,605
radeon r6 opteron x3418,955
radeon r6 pro a10-8700b 4c+6g,538
"radeon r6 pro a10-8700b r6, 10 compute cores 4c+6g",552
radeon r6 pro a8-8600b 4c+6g,531
"radeon r6 pro a8-8600b r6, 10 compute cores 4c+6g",596
radeon r7 + hd 7700 dual,1962
radeon r7 + r5 330 dual,1028
radeon r7 + r5 340 dual,1234
radeon r7 + r5 435 dual a10-9700 radeon,885
radeon r7 + r5 dual,897
